2024-03-05_Pit.txt, Southern Kitchen, Seasoned Scrambled Eggs, BREAKFAST (7am-11am)
2024-03-08_Pit.txt, Self Serve Options, Chocolate Soft Serve Ice Cream, BREAKFAST (7am-11am)
2024-03-08_Pit.txt, Self Serve Options, Vanilla Frozen Yogurt, BREAKFAST (7am-11am)
2024-03-08_Pit.txt, Self Serve Options, Chocolate Frozen Yogurt, BREAKFAST (7am-11am)
2024-03-08_Pit.txt, Self Serve Options, Golden Malted Waffle, BREAKFAST (7am-11am)
2024-03-08_Pit.txt, Self Serve Options, Pancake & Waffle Syrup, BREAKFAST (7am-11am)
2024-03-08_Pit.txt, Southern Kitchen, Battered Cod, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Southern Kitchen, House Seasoned Steak Fries, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Southern Kitchen, Garlic Green Beans, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Southern Kitchen, Old-Fashioned Coleslaw, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Southern Kitchen, Tartar Sauce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Southern Kitchen, Pickled Red Onions, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Southern Kitchen Corner, Corn Fritters, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Southern Kitchen Corner, Honey Butter, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Southern Kitchen Corner, Chipotle Ketchup, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Southern Kitchen Corner, Roasted Pepper Pimento Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Southern Kitchen Corner, Microgreens, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood, Grilled Harissa Chicken, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood, Jasmine Rice, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood, Roasted Brussels Sprouts, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood, Roasted Eggplant & Zucchini, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Creation Station, Red Lentil Penne, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Creation Station, Marinara Sauce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Creation Station, Diced Chicken, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Creation Station, Sauteed Mushrooms, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Creation Station, Sauteed Peppers & Onions, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Creation Station, Kale & Chickpea Saute, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Salad Bar, Fresh Fruit Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Salad Bar, Mandarin Oranges, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Salad Bar, Blueberries, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Salad Bar, Sliced Strawberries, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Salad Bar, Sunflower Seeds, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Salad Bar, Fresh Mint, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Salad Bar, Honey, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Allgood - Salad Bar, Chia Seeds, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Vegan Station, Just® Scrambled Eggs, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Vegan Station, Chipotle Black Bean Burger Patty, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Vegan Station, Seasoned Home Fries, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Vegan Station, Hamburger Roll, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Vegan Station, Vegan Sriracha Mayo, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Vegan Station, Leaf Lettuce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Vegan Station, Sliced Tomatoes, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Vegan Station, Daiya Cheddar Cheese Slice, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Vegan Station, Pickled Red Onion, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Vegan Station, Vegetable Bean Soup, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Chef's Special, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Grilled Seasoned Chicken Breast, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Fresh Cut Fries, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Beyond Burger Patty, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Turkey Burger Patty, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Gardenburger Black Bean Patty, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Hamburger Roll, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, American Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Sliced Swiss Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Sliced Pepperjack Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Leaf Lettuce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Sliced Tomatoes, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Sliced Red Onions, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Dill Pickle Slices, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Chipotle Mayonnaise, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Ranch Dressing, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Pico de Gallo, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Whole Grain Mustard, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Jalepeno Pepper Pimento Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Bacon Onion Jam, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Old-Fashioned Coleslaw, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Dill Pickle Spears, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Pickled Red Onion, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Pickled Carrot, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Black & Gold Grill, Pickled Okra, LUNCH (11am-2pm)
2024-03-08_Pit.txt, International Grill, Baked BBQ Chicken Leg Quarter, LUNCH (11am-2pm)
2024-03-08_Pit.txt, International Grill, Spicy Collard Greens with Bacon, LUNCH (11am-2pm)
2024-03-08_Pit.txt, International Grill, Memphis BBQ Baked Beans, LUNCH (11am-2pm)
2024-03-08_Pit.txt, International Grill, Grilled Corn on the Cob, LUNCH (11am-2pm)
2024-03-08_Pit.txt, International Grill, Homestyle Macaroni Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, International Grill, Lexington Slaw, LUNCH (11am-2pm)
2024-03-08_Pit.txt, International Grill, Classic Bean Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, International Grill, Rodney Scott's Potato Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, International Grill - Continued, Mac & Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, International Grill - Continued, Housemade Hushpuppies, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Hearthstone Freshly Made Pizza, Mushroom & Onion Pizza, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Hearthstone Freshly Made Pizza, Ham & Feta Pizza, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Hearthstone Freshly Made Pizza, Cheese Pizza, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Hearthstone Freshly Made Pizza, Pepperoni Pizza, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Flatbread Pizza, Flatbread, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Flatbread Pizza, Seasoned Cauliflower Pizza Crust, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Flatbread Pizza, Marinara Sauce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Flatbread Pizza, Crumbled Sausage, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Flatbread Pizza, Pepperoni, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Flatbread Pizza, Shredded Mozzarella Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Today's Pasta Specials, Spaghetti Carbonara, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Today's Pasta Specials, Blueberry Arugula Farro Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Whole Grain Penne Pasta, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Cavatappi, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Linguine, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Gluten Free Penne Pasta, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Marinara Sauce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Homemade Alfredo Sauce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Bolognese Sauce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Basil Pesto, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Butter, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Minced Garlic, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Diced Seasoned Chicken, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Crumbled Sausage, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Crumbled Chorizo Sausage, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Pepperoni, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Diced Tofu, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Mussels, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Baby Spinach, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Broccoli Florets, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Diced Tomatoes, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Sweet Corn, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Green Peas, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Edamame, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Sliced Black Olives, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Diced Yellow Onion, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Roasted Red Peppers, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Artichoke Hearts, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Sun-Dried Tomatoes, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Diced Mixed Bell Peppers, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Mushrooms, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Shredded Parmesan Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Pastabilities, Breadsticks, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Fresh Cracked Scrambled Egg, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Cage Free Egg Whites, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Crumbled Sausage, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Crumbled Chorizo Sausage, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Diced Ham, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Real Bacon Pieces, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Shredded Cheddar Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Steamed Diced Red Potatoes, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Feta Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Broccoli Florets, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Baby Spinach, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Mushrooms, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Diced Mixed Bell Peppers, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Fire-Roasted Salsa, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Diced Tomatoes, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Pico de Gallo, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Diced Yellow Onion, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Sliced Black Olives, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Create Your Own Omelette, Jalapeno Peppers, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Freshly Made Hot Bowl Of..., Creamy Corn Chowder, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Freshly Made Hot Bowl Of..., Chicken Noodle Soup, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Deli Specials, Salmon Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Deli Specials, Giardiniera Pasta Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Deli Specials, Mango Quinoa Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Sliced Turkey Breast, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Virginia Ham, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Sliced Roast Beef, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Sliced Salami, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Deli Pepperoni, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Cheddar Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Sliced Pepperjack Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Sliced Provolone Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Leaf Lettuce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Baby Spinach, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Sliced Tomatoes, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Sliced Cucumber, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Sliced Red Onions, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Dill Pickle Slices, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Sliced Bell Peppers, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Banana Peppers, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Sliced Black Olives, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Avocado, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Hummus, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Basil Pesto, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Honey Mustard Dressing, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Mayonnaise, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Chipotle Mayonnaise, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Marketplace Deli, Signature Chips, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Select Breads, White Bread Slice, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Select Breads, Wheat Bread Slice, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Select Breads, Multigrain Bread Slice, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Select Breads, Rye Bread Slice, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Select Breads, Ciabatta Roll, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Select Breads, Spinach and Herb Tortilla, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Select Breads, Tomato Basil Wrap, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Select Breads, Flour Tortilla, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Plain Bagel, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Whole Wheat Bagel, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Blueberry Bagel, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Cinnamon Raisin Bagel, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Sesame Bagel, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Everything Bagel, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Orange Marmalade, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Strawberry Preserves, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Sun Butter, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Whipped Cream Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Bagel Station, Whipped Butter, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Plain Nonfat Greek Yogurt, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Nonfat Vanilla Greek Yogurt, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Nonfat Strawberry Greek Yogurt, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Cantaloupe, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Honeydew Melon, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Pineapple, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Red & Green Grapes, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Red Grapefruit, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Seedless Raisins, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Housemade Cinnamon-Honey Granola, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Honey, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Flax Seed, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Chia Seeds, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Dried Cranberries, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Blueberries, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Diced Mango, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Mixed Berry Mojo Smoothie, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Spring Break Smoothie, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Strawberry Banana Smoothie, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Peachy Keen Smoothie, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Endless Summer Smoothie, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Orange Cream Dream Smoothie, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Apples, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Oranges, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Chobani Yogurt And Fruit, Bananas, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Romaine Lettuce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Chopped Iceberg Lettuce, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Field Greens, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Baby Spinach, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Couscous, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Barley, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Shrimp Orzo Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Greek Chickpea Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Grape Tomatoes, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Shredded Carrots, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Sliced Cucumber, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Broccoli Florets, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Cauliflower Florets, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Mushrooms, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, French Fried Onions, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Goldfish (R) Crackers, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Seasoned Croutons, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Sunflower Seeds, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Greens & Grains, Pumpkin Seeds, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Housemade Dressings, Ranch Dressing, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Housemade Dressings, Honey Mustard Dressing, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Housemade Dressings, Caesar Dressing, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Housemade Dressings, Balsamic Vinaigrette, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Housemade Dressings, Blue Cheese Dressing, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Housemade Dressings, Honey Berry Vinaigrette, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Housemade Dressings, Creamy Herbed Vinaigrette Dressing, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Sliced Grilled Chicken, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Flaked Salmon, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Diced Fried Tofu, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Fresh Mozzarella, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Shredded Cheddar Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Chopped Hard-Cooked Egg, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Feta Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Cottage Cheese, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Mandarin Oranges, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Edamame, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Green Peas, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Roasted Sweet Potatoes, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Roasted Asparagus, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Black Bean & Corn Salad, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Yellow Bell Peppers, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Sliced Bell Peppers, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Sliced Red Onions, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Sliced Beets, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Performance Dining - Proteins & More Greens, Red Cabbage, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, 2% Milk, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Skim Milk, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Chocolate Milk, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Brewed Coffee, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Madagascar Vanilla Coffee Creamer, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Salted Caramel Coffee Creamer, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Cinnamon Churro Coffee Creamer, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Uproot Oatmilk, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Uproot Chocolate Peamilk, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Uproot Soymilk, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Tractor Beverage Strawberry Dragonfruit, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Tractor Beverage Mango, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Tractor Beverage Unsweet Tea, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Tractor Beverage Farmer's Punch, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Tractor Beverage Mandarin Cardamom, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Rice Chex Cereal, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Cheerios Cereal, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Lucky Charms Cereal, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Froot Loops Cereal, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Apple Jacks Cereal, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Cinnamon Toast Crunch Cereal, LUNCH (11am-2pm)
2024-03-08_Pit.txt, Self Serve Options, Rice Krispies, LUNCH (11am-2pm)
